label,associatedSequences,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,verbatimLocality,recordedBy
DSFRE239,DSFRE239-08.COI-5P,NA,OL-0352,NA,NA,NA,NA,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,Oliver Lucanus,NA,NA,Brazil,NA,Xingu,NA,"Brazil: Pará State, Xingu River drainage",NA
DSFRE240,DSFRE240-08.COI-5P,NA,OL-0353,NA,NA,NA,NA,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,Oliver Lucanus,NA,NA,Brazil,NA,Xingu,NA,"Brazil: Pará State, Xingu River drainage",NA
DSFRE241,DSFRE241-08.COI-5P,NA,OL-0354,NA,NA,NA,NA,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,Oliver Lucanus,NA,NA,Brazil,NA,Xingu,NA,"Brazil: Pará State, Xingu River drainage",NA
GU804896,GU804896.1,NA,BIOUG<CAN>:OL-0355,NA,NA,NA,NA,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,Oliver Lucanus,NA,NA,Brazil,NA,NA,NA,Brazil,NA
HM405164,HM405164.1,DCC00274,DCC00274,NA,NA,MaterialSample,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,NA,-16.152,-45.694,Brazil,Minas Gerais,São Francisco,2004-10-16,"Rio Urucuia, Sao Francisco",Daniel Carvalho
HM405165,HM405165.1,DCC00673,DCC00673,NA,NA,MaterialSample,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,NA,-17.984,-44.169,Brazil,Minas Gerais,São Francisco,NA,"Rio Curimatai, Sao Francisco",Daniel Carvalho
KX086786,KX086786.1,PE10044,18990,OS,NA,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,NA,-3.751667,-73.31625,Peru,Loreto,Nanay,NA,"Iquitos, Río Nanay, Amazon basin",NA
KX868671,KX868671.1,NA,MPEG-33923a,NA,NA,NA,NA,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,NA,NA,NA,,NA,NA,NA,NA,NA
KX868672,KX868672.1,NA,MPEG_33923b,NA,NA,NA,NA,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,NA,NA,NA,,NA,NA,NA,NA,NA
KX868673,KX868673.1,1238787,1942,GEA,NA,PreservedSpecimen,Other material,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,"Andrade, M.",-5.84227,-50.44416,Brazil,Pará,Tocantins,2010-03-20,"rio Itacaiunas, Parauapebas/PA",Marcelo Andrade
KX868674,KX868674.1,201206,1945,GEA,NA,PreservedSpecimen,Other material,"Tometes siderocarajensis Andrade, Machado, Jégu, Farias & Giarrizzo 2017",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,siderocarajensis,species,NA,"Andrade, M.",-5.92908,-50.71738,Brazil,Pará,Tocantins,2011-06-01,"rio Itacaiunas, Parauapebas/PA",Marcelo Andrade
KX868675,KX868675.1,3363,3363,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca
KX868676,KX868676.1,3364,3364,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca
KX868677,KX868677.1,12949,12949,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,rio Xingu,Marcelo Andrade
KX868678,KX868678.1,310031,31003,MPEG,ICT,PreservedSpecimen,Paratype,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.66265,-51.5555,Brazil,Pará,Xingu,2011-07-27,"Brasil, Pará, Altamira, Rio Bacajá",Marcelo Andrade
KX868679,KX868679.1,310032,31003,MPEG,ICT,PreservedSpecimen,Paratype,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.66265,-51.5555,Brazil,Pará,Xingu,2011-07-27,"Brasil, Pará, Altamira, Rio Bacajá",Marcelo Andrade
KX868680,KX868680.1,310033,31003,MPEG,ICT,PreservedSpecimen,Paratype,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.66265,-51.5555,Brazil,Pará,Xingu,2011-07-27,"Brasil, Pará, Altamira, Rio Bacajá",Marcelo Andrade
KX868681,KX868681.1,15484,15484,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade
KX868682,KX868682.1,15485,15485,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade
KX868683,KX868683.1,15486,15486,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade
KX868684,KX868684.1,15487,15487,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",-3.58763,-51.8175,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Landi",Marcelo Andrade
KX868685,KX868685.1,NA,CTGA-15479,NA,NA,NA,NA,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,NA,NA,NA,,NA,NA,NA,NA,NA
KX868686,KX868686.1,NA,CTGA-15480,NA,NA,NA,NA,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,NA,NA,NA,,NA,NA,NA,NA,NA
KX868687,KX868687.1,15481,15481,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado
KX868688,KX868688.1,15482,15482,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado
KX868689,KX868689.1,15483,15483,UFAM,CTGA,MaterialSample,Other material,"Tometes kranponhah Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,kranponhah,species,NA,"Andrade, M.",NA,NA,Brazil,Pará,Xingu,NA,Rio Xingu,Valeria Machado
KX868690,KX868690.1,23449,23449,MPEG,ICT,PreservedSpecimen,Other material,"Tometes camunani Andrade, Giarrizzo & Jégu 2013",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,camunani,species,NA,"Andrade, M.",-1.07987,-57.40053,Brazil,Pará,Trombetas,2007-12-02,"Oriximiná, Cachoeira Porteira, rio Trombetas, Pará","Andrade, M."
KX868691,KX868691.1,15476,15476,UFAM,CTGA,MaterialSample,Other material,"Tometes camunani Andrade, Giarrizzo & Jégu 2013",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,camunani,species,NA,"Andrade, M.",-1.07987,-57.40053,Brazil,Pará,Trombetas,2007-07-01,"Oriximiná, Cachoeira Porteira, rio Trombetas, Pará","Andrade, M."
KX868692,KX868692.1,NA,CTGA-15477,NA,NA,NA,NA,"Tometes camunani Andrade, Giarrizzo & Jégu 2013",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,camunani,species,NA,NA,NA,NA,,NA,NA,NA,NA,NA
KX868693,KX868693.1,15478,15478,UFAM,CTGA,MaterialSample,Other material,"Tometes camunani Andrade, Giarrizzo & Jégu 2013",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,camunani,species,NA,"Andrade, M.",-1.07987,-57.40053,Brazil,Pará,Trombetas,2007-07-01,"Oriximiná, Cachoeira Porteira, rio Trombetas, Pará","Andrade, M."
KX868694,KX868694.1,15473,15473,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-05-23,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y."
KX868695,KX868695.1,15474,15474,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-05-25,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y."
KX868696,KX868696.1,15475,15475,UFAM,CTGA,MaterialSample,Other material,"Tometes lebaili Jégu, Keith & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,lebaili,species,NA,"Andrade, M.",3.30178,-54.0817,French Guiana,Saint-Laurent-du-Maroni,Maroni,2014-11-01,"Guiana Francesa, Alto Rio Maroni","Le Bail, P.Y."
KX868697,KX868697.1,P29281,43077,INPA,ICT,PreservedSpecimen,Other material,"Tometes makue Jégu, Santos & Belmont-Jégu 2002",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,makue,species,NA,"Bastos, D.",-0.144,-67.08866,Brazil,Amazonas,Negro,2013-12-09,"cachoeira Buburi, rio Negro prox a São Gabriel da Cachoeira",Douglas Bastos
KX868698,KX868698.1,JAR126,4303,IEPA,NA,PreservedSpecimen,Other material,Tometes trilobatus Valenciennes 1850,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,trilobatus,species,NA,"Andrade, M.",-0.85555,-52.5391,Brazil,Amapá,Jari,2015-03-01,"Laranjal do Jari, UHE Santo Antônio do Jari, Amapá",Valeria Machado
MG751915,MG751915.1,ISO1624,ISO1624,UFAM,LEGAL,MaterialSample,Other material,Acnodon normani Gosline 1951,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,normani,species,NA,"Andrade, M.",-3.36778,-51.9997,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Reboque Velho","Andrade, M.C."
MG751916,MG751916.1,ISO1625,ISO1625,UFAM,LEGAL,MaterialSample,Other material,Acnodon normani Gosline 1951,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,normani,species,NA,"Andrade, M.",-3.36778,-51.9997,Brazil,Pará,Xingu,NA,"Brasil, Pará, Altamira, Rio Xingu, Pedral do Reboque Velho","Andrade, M.C."
MG751917,MG751917.1,JAR154,JAR154,UFAM,LEGAL,MaterialSample,Other material,Acnodon senai Jégu & Santos 1990,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,senai,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG751918,MG751918.1,JAR452,JAR452,UFAM,LEGAL,MaterialSample,Other material,Acnodon senai Jégu & Santos 1990,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Acnodon,senai,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752112,MG752112.1,JAR223,JAR223,UFAM,LEGAL,MaterialSample,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752113,MG752113.1,JAR224,JAR224,UFAM,LEGAL,MaterialSample,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752114,MG752114.1,MparasT1,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752115,MG752115.1,MparasT2,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752116,MG752116.1,MparasT3,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752117,MG752117.1,MparasT4,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752118,MG752118.1,MparasT5,50286,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752119,MG752119.1,MparasT6,50343,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Ota, R.",-1.08519,-57.05141,Brazil,Pará,Trombetas,NA,"Cachoeira Porteira, prox a confluencia Trombetas/Mapuera","L. Rapp Py-Daniel, et al."
MG752120,MG752120.1,PITI100,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752121,MG752121.1,PITI101,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752122,MG752122.1,PITI123,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752123,MG752123.1,PITI134,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752124,MG752124.1,PITI97,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752125,MG752125.1,PITI98,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752126,MG752126.1,PITI99,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752127,MG752127.1,3128,3128,UFAM,CTGA,MaterialSample,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752128,MG752128.1,3129,3129,UFAM,CTGA,MaterialSample,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752129,MG752129.1,3130,3130,UFAM,CTGA,MaterialSample,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752130,MG752130.1,1050397,1050397,UFPA,NA,PreservedSpecimen,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Andrade, M.",-5.88555,-50.5319,Brazil,Para,Tocantins,NA,"Brasil, Pará, Parauapebas, Rio Itacaiúnas, Caldeirão",Marcelo Andrade
MG752131,MG752131.1,1050400,1050400,UFPA,NA,PreservedSpecimen,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Andrade, M.",-5.88555,-50.5319,Brazil,Para,Tocantins,NA,"Brasil, Pará, Parauapebas, Rio Itacaiúnas, Caldeirão",Marcelo Andrade
MG752132,MG752132.1,15293,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado
MG752133,MG752133.1,15294,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado
MG752134,MG752134.1,15295,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado
MG752135,MG752135.1,15296,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado
MG752136,MG752136.1,15297,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado
MG752137,MG752137.1,1728,1728,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Fernández, H. | Ortí, G.",-3.81421,-52.63687,Brazil,Pará,Xingu,2008-08-15,"Boca do Irirí, Rio Iriri na confluência com Rio Xingu",Valeria Machado
MG752138,MG752138.1,1830,1830,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Fernández, H. | Ortí, G.",-3.81421,-52.63687,Brazil,Pará,Xingu,2008-08-19,"Ilha do Curapé, rio Iriri",Valeria Machado
MG752139,MG752139.1,2039,2039,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Fernández, H. | Ortí, G.",-4.17405,-53.41331,Brazil,Pará,Xingu,2008-08-22,"rio Iriri, 4 horas abaixo da boca do rio Novo",Valeria Machado
MG752140,MG752140.1,2818,2818,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Zuanon, J.",-6.14894,-48.36074,Brazil,Para,Araguaia,2009-09-10,r. Araguaia /Reservatório de AHE-SI/Sat.Isabel/PA,Natasha Verdasca
MG752141,MG752141.1,3087,3087,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Zuanon, J.",-5.46001,-48.34394,Brazil,Tocantins,Araguaia,2009-09-14,r. Araguaia /Jusante de AHE-SI/Araguatins/TO,Natasha Verdasca
MG752142,MG752142.1,4570,4570,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Zuanon, J.",-5.32363,-47.86833,Brazil,Tocantins,Tocantins,2009-12-18,Pe. São S. do Tocantins,Natasha Verdasca
MG752143,MG752143.1,4867,4867,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Zuanon, J.",-5.36263,-48.77338,Brazil,Para,Araguaia,2009-12-21,r. Araguaia prox do encontro com o r. Tocantins,Natasha Verdasca
MG752144,MG752144.1,4868,4868,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Zuanon, J.",-5.36263,-48.77338,Brazil,Para,Araguaia,2009-12-21,r. Araguaia prox do encontro com o r. Tocantins,Natasha Verdasca
MG752145,MG752145.1,5478,5478,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-21,Rio Xingu,Valeria Machado
