label,associatedSequences,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,verbatimLocality,recordedBy
MG752358,MG752358.1,11924,11924,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-4.21658,-55.89063,Brazil,Pará,Tapajós,2012-12-01,rio Tapajós prox a Itaituba,Valeria Machado
MG752359,MG752359.1,12046,46277,INPA,ICT,PreservedSpecimen,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752360,MG752360.1,12103,46277,INPA,ICT,PreservedSpecimen,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752361,MG752361.1,12105,46277,INPA,ICT,PreservedSpecimen,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752362,MG752362.1,14410,14410,UFAM,CTGA,MaterialSample,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Machado, V.",-1.67511,-57.47677,Brazil,Amazonas,Nhamundá,2013-11-25,Com. Chave - rio Nhamundá,Valeria Machado
MG752363,MG752363.1,100443,37222,INPA,ICT,PreservedSpecimen,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Bastos, D. | Ota, R.",-2.1754,-58.17393,Brazil,Amazonas,Jatapu,2011-09-28,Ressaca do Jatapu,"L. Rapp Py-Daniel, et al."
MG752364,MG752364.1,100664,100664,UFAM,CTGA,MaterialSample,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Bastos, D. | Ota, R.",-2.1754,-58.17393,Brazil,Amazonas,Jatapu,2011-10-01,Ressaca do Jatapu,"L. Rapp Py-Daniel, et al."
MG752365,MG752365.1,107086,107086,UFAM,CTGA,MaterialSample,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Ota, R.",-1.65166,-69.2068,Brazil,Amazonas,Japurá,2014-09-13,"Lago, margem esquerda do Rio Japurá","L. Rapp Py-Daniel, et al."
MG752366,MG752366.1,107087,107087,UFAM,CTGA,MaterialSample,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Ota, R.",-1.65166,-69.2068,Brazil,Amazonas,Japurá,2014-09-13,"Lago, margem esquerda do Rio Japurá","L. Rapp Py-Daniel, et al."
MG752367,MG752367.1,107088,107088,UFAM,CTGA,MaterialSample,Other material,Myloplus rubripinnis (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,rubripinnis,species,NA,"Ota, R.",-1.65166,-69.2068,Brazil,Amazonas,Japurá,2014-09-13,"Lago, margem esquerda do Rio Japurá","L. Rapp Py-Daniel, et al."
MG752368,MG752368.1,496,496,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.99678,-56.88378,Brazil,Amazonas,Nhamundá,2008-10-25,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado
MG752369,MG752369.1,1466,1466,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.21658,-55.89063,Brazil,Pará,Tapajós,2008-10-19,rio Tapajós prox a Itaituba,Valeria Machado
MG752370,MG752370.1,3319,3319,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,Comercio de peixes em Araguatins - TO,Natasha Verdasca
MG752371,MG752371.1,3320,3320,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,Comercio de peixes em Araguatins - TO,Natasha Verdasca
MG752372,MG752372.1,5417,5417,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-24,Rio Xingu (Região do Babaquara),Valeria Machado
MG752373,MG752373.1,5419,5419,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-24,Rio Xingu (Região do Babaquara),Valeria Machado
MG752374,MG752374.1,5423,5423,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-24,Rio Xingu (Região do Babaquara),Valeria Machado
MG752375,MG752375.1,11395,11395,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Souza, L.",-3.4275,-52.22833,Brazil,Pará,Xingu,2012-08-20,Rio Xingu (Gurgulho do espelho),Valeria Machado
MG752376,MG752376.1,11596,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752377,MG752377.1,11597,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752378,MG752378.1,11620,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752379,MG752379.1,11643,11643,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752380,MG752380.1,11644,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752381,MG752381.1,11645,11645,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-25,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752382,MG752382.1,11756,11756,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-27,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752383,MG752383.1,11757,11757,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-27,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752384,MG752384.1,11769,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-28,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752385,MG752385.1,11770,46299,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-28,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752386,MG752386.1,12024,12024,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.06075,-61.85,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado
MG752387,MG752387.1,12199,46280,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.06075,-61.85,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado
MG752388,MG752388.1,12200,46280,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.06075,-61.85,Brazil,Roraima,Branco,2013-02-15,enseada no baixo rio Branco - RR,Valeria Machado
MG752389,MG752389.1,12274,52507,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado
MG752390,MG752390.1,12286,12286,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado
MG752391,MG752391.1,12333,12333,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado
MG752392,MG752392.1,12334,12334,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado
MG752393,MG752393.1,12335,12335,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-21,"rio Negro, prox de Barcelos",Valeria Machado
MG752394,MG752394.1,14479,46311,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.69086,-57.42225,Brazil,Amazonas,Nhamundá,2013-11-22,Com. Barão - rio Nhamundá,Valeria Machado
MG752395,MG752395.1,14526,46309,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.99678,-56.88378,Brazil,Amazonas,Nhamundá,2013-11-20,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado
MG752396,MG752396.1,14527,46309,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",-1.99678,-56.88378,Brazil,Amazonas,Nhamundá,2013-11-20,boca do rio Paratucu -Baixo rio Nhamundá,Valeria Machado
MG752397,MG752397.1,14566,14566,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.09949,-61.92262,Brazil,Roraima,Branco,2013-12-08,"rio Capivara, afluente rio Branco - RR",Valeria Machado
MG752398,MG752398.1,14611,23398,INPA,ICT,PreservedSpecimen,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-11,rio Agua Boa do Univini,Valeria Machado
MG752399,MG752399.1,14612,14612,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-11,rio Agua Boa do Univini,Valeria Machado
MG752400,MG752400.1,14631,14631,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado
MG752401,MG752401.1,14632,14632,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado
MG752402,MG752402.1,14633,14633,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.39083,-61.65083,Brazil,Roraima,Branco,2013-12-12,rio Agua Boa do Univini,Valeria Machado
MG752403,MG752403.1,14648,14648,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",1.18446,-66.83651,Brazil,Amazonas,Negro,2014-02-22,Igarapé atrás da Vila de Cucuí - alto rio Negro,Valeria Machado
MG752404,MG752404.1,14691,14691,UFAM,CTGA,MaterialSample,Other material,Myloplus schomburgkii (Jardine 1841),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,schomburgkii,species,NA,"Machado, V.",0.93055,-66.79383,Brazil,Amazonas,Negro,2014-02-22,Lago Mabi - alto rio Negro,Valeria Machado
MG752405,MG752405.1,53243,53243,INPA,ICT,PreservedSpecimen,Other material,Myloplus tiete (Eigenmann & Norris 1900),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,tiete,species,NA,"Ota, R.",-22.66667,-53.25,Brazil,Paraná,Paraná,2002-11-28,"Córrego Carucu, Porto Rico-PR",Valeria Machado
MG752406,MG752406.1,14956,14956,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752407,MG752407.1,14958,14958,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752408,MG752408.1,14960,14960,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752409,MG752409.1,15115,15115,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752410,MG752410.1,15116,15116,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752411,MG752411.1,15144,15144,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752412,MG752412.1,15145,15145,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752413,MG752413.1,15146,15146,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752414,MG752414.1,15147,15147,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752415,MG752415.1,15148,15148,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752416,MG752416.1,15149,15149,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752417,MG752417.1,15150,15150,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752418,MG752418.1,15151,15151,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752419,MG752419.1,15152,15152,UFAM,CTGA,MaterialSample,Other material,"Myloplus zorroi Andrade, Jégu & Giarrizzo, 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,zorroi,species,NA,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado
MG752460,MG752460.1,2061,2061,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Fernández, H. | Ortí, G.",-3.65138,-52.37833,Brazil,Pará,Xingu,2008-08-24,"Cachoeira do Espelho, Rio Xingu",Valeria Machado
MG752461,MG752461.1,11142,11142,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.84083,-52.69611,Brazil,Pará,Xingu,2012-08-24,Rio Iriri (Acampamento),Valeria Machado
MG752462,MG752462.1,11193,11193,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado
MG752463,MG752463.1,11194,11194,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado
MG752464,MG752464.1,11195,11195,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado
MG752465,MG752465.1,11196,11196,UFAM,CTGA,MaterialSample,Other material,Ossubtus xinguense Jégu 1992,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Ossubtus,xinguense,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado
MG752835,MG752835.1,2756,2756,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Machado, V.",-6.14894,-48.36074,Brazil,Para,Araguaia,2009-09-10,r. Araguaia /Reservatório de AHE-SI/Sat.Isabel/PA,Natasha Verdasca
MG752836,MG752836.1,3194,3194,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752837,MG752837.1,3195,3195,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752838,MG752838.1,3196,3196,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752839,MG752839.1,3197,3197,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Hrbek, T.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752840,MG752840.1,3198,3198,UFAM,CTGA,MaterialSample,Other material,"Tometes ancylorhynchus Andrade, Jégu & Giarrizzo 2016",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Tometes,ancylorhynchus,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Pará,Araguaia,2009-09-16,Araguatins,Natasha Verdasca
